question,intent,clean_question,label
View the lowest sales cities.,bottom_cities,view the lowest sales cities,3
I need profit growth.,profit_growth,i need profit growth,17
What is the grand total sales?,total_sales,what is the grand total sales,29
Can you give the average gross profit?,average_profit,can you give the average gross profit,0
Give the average income,average_sales,give the average income,1
Review average business profit.,average_profit,review average business profit,0
Can you analyze the profit by category?,category_profit,can you analyze the profit by category,7
Display total quantity.,quantity_analysis,display total quantity,18
Show all average business profit,average_profit,show all average business profit,0
Could you generate the inventory overview?,inventory_summary,could you generate the inventory overview,12
Analyze all sales by month,monthly_sales,analyze all sales by month,15
Please show inventory report.,inventory_summary,please show inventory report,12
Kindly provide the lowest selling products.,bottom_products,kindly provide the lowest selling products,5
Give complete subcategory wise sales,sales_by_subcategory,give complete subcategory wise sales,22
What is the average business sales?,average_sales,what is the average business sales,1
Tell me average income.,average_profit,tell me average income,0
Please compute net profit.,total_profit,please compute net profit,28
Please reveal month wise sales.,monthly_sales,please reveal month wise sales,15
Can you show worst products?,bottom_products,can you show worst products,5
I'd like the least popular products.,bottom_products,id like the least popular products,5
Can you analyze total quantity?,quantity_analysis,can you analyze total quantity,18
Compare segment wise sales,sales_by_segment,compare segment wise sales,21
How much is the number of orders?,order_count,how much is the number of orders,16
Find overall least profitable product,lowest_profit_product,find overall least profitable product,13
Please list bottom 10 customers.,bottom_customers,please list bottom 10 customers,4
Display complete bottom customers.,bottom_customers,display complete bottom customers,4
Reveal overall best region,best_region,reveal overall best region,2
Display company profit.,total_profit,display company profit,28
Give overall business overview,dashboard_summary,give overall business overview,9
Can I see segment wise sales?,sales_by_segment,can i see segment wise sales,21
Display latest premium customers.,top_customers,display latest premium customers,26
I'd like to know business overview.,dashboard_summary,id like to know business overview,9
Tell me the grand total profit.,total_profit,tell me the grand total profit,28
Review city performance.,bottom_cities,review city performance,3
Show latest sales trend.,sales_growth,show latest sales trend,23
Present subcategory wise sales.,sales_by_subcategory,present subcategory wise sales,22
Present the lowest spending customers.,bottom_customers,present the lowest spending customers,4
Give all mean profit,average_profit,give all mean profit,0
Can I see the category profit?,category_profit,can i see the category profit,7
Display complete most profitable product,highest_profit_product,display complete most profitable product,11
Display complete bottom products.,bottom_products,display complete bottom products,5
Can you display quantity sold?,quantity_analysis,can you display quantity sold,18
Provide overall most profitable region,best_region,provide overall most profitable region,2
What is the bottom customers?,bottom_customers,what is the bottom customers,4
