question,intent
Could you reveal the month wise profit?,monthly_profit
View category wise sales.,sales_by_category
Analyze performance of inventory summary.,inventory_summary
Show the average net profit,average_profit
Show complete average profit,average_profit
Visualize bottom customers.,bottom_customers
Analyze all product quantities,quantity_analysis
Give complete month wise sales.,monthly_sales
Could you display the average sales?,average_sales
Display the worst region.,worst_region
Kindly give the total sales.,total_sales
Compare most valuable customers.,top_customers
Can you show top profit product?,highest_profit_product
Find profit increase,profit_growth
Generate a report for average profit.,average_profit
Kindly find the category wise profit.,category_profit
Display complete best profit item.,highest_profit_product
Find sales increase.,sales_growth
Kindly give the business overview.,dashboard_summary
Show me the worst region.,worst_region
Plot sales by year.,yearly_sales
Display all grand total sales,total_sales
Give complete stock overview.,inventory_summary
Could you provide the premium customers?,top_customers
Can you calculate the yearly sales?,yearly_sales
Explain best customers.,top_customers
Present top customers.,top_customers
Fetch the average earnings.,average_profit
Review inventory overview.,inventory_summary
Generate a report for sales across categories.,sales_by_category
Compare discount offered.,discount_analysis
Kindly list the least selling products.,bottom_products
Kindly display the stock summary.,inventory_summary
Analyze complete monthly business sales,monthly_sales
I want the least profitable cities.,bottom_cities
Give me lowest performing region.,worst_region
Give complete year wise sales.,yearly_sales
Could you analyze the customer segment sales?,sales_by_segment
Fetch the subcategory sales.,sales_by_subcategory
Provide highest sales states.,top_states
Generate the least profitable cities.,bottom_cities
Could you reveal the profit average?,average_profit
Reveal overall earnings.,total_profit
Explain top selling states.,top_states
Compute all average sales amount,average_sales
View top selling states.,top_states
Show complete ship mode analysis.,shipping_analysis
Provide the monthly revenue.,monthly_sales
Show complete top cities.,top_cities
Can I see the bottom states?,bottom_states
Tell me category wise sales.,sales_by_category
Explain sales by category.,sales_by_category
Display latest average business profit.,average_profit
View the best profit item.,highest_profit_product
Kindly show the monthly business sales.,monthly_sales
Provide overall subcategory sales,sales_by_subcategory
Reveal overall monthly business profit,monthly_profit
Can you calculate customer count?,customer_count
Kindly find the sales for each category.,sales_by_category
Kindly provide the total revenue.,total_sales
Present the average profit.,average_profit
Reveal inactive customers,bottom_customers
Please analyze subcategory wise sales.,sales_by_subcategory
Generate a report for subcategory performance.,sales_by_subcategory
Identify complete highest spending customers,top_customers
Find overall best performing states,top_states
Show insights for profit by category.,category_profit
Reveal all average sales,average_sales
Give detailed business summary.,dashboard_summary
Provide the profit increase.,profit_growth
Display overall sales average,average_sales
Show the discount analysis,discount_analysis
Could you show the least profitable region?,worst_region
What is business growth?,sales_growth
Can you compute net profit?,total_profit
Plot sales growth.,sales_growth
Compare total profit.,total_profit
Compare all category sales,sales_by_category
Kindly display the least popular products.,bottom_products
Could you give the business summary?,dashboard_summary
Create dashboard for average earnings.,average_profit
Show the highest spending customers,top_customers
Find overall sales growth,sales_growth
Analyze overall profit across regions,region_profit
Display profit by region,region_profit
Kindly find the least valuable customers.,bottom_customers
Can I see the executive summary?,dashboard_summary
Summarize stock overview.,inventory_summary
Tell me total sales.,total_sales
Provide month wise profit.,monthly_profit
Display all quantity sold,quantity_analysis
Can you view the average business profit?,average_profit
Show me shipping mode.,shipping_analysis
Analyze performance of profit by month.,monthly_profit
Reveal all average business sales,average_sales
Kindly calculate the profit increase.,profit_growth
Explain year wise profit.,yearly_profit
Could you provide the category performance?,sales_by_category
Could you give the total sales?,total_sales
Can you display the year wise sales?,yearly_sales
Reveal the mean profit.,average_profit
Reveal complete segment wise sales,sales_by_segment
Analyze the lowest selling products.,bottom_products
Reveal complete top states,top_states
Reveal the segment sales.,sales_by_segment
Find total quantity,quantity_analysis
Find city performance.,top_cities
Could you calculate the monthly business profit?,monthly_profit
Create a report for premium customers.,top_customers
I'd like the overall orders.,order_count
